Sentence
이런 나에게 지루함을
이런 나에게 행복을
이런 나에게 슬픔을
이런 나에게 즐거움을
이런 나에게 무료함을
이런 나에게 따분함을
이런 나에게 분노를
이런 나에게 아픔을
이런 나에게 감격을
이런 나에게 걱정을
이런 나에게 괜찮음을
이런 나에게 신기함을
이런 나에게 신남을
이런 나에게 쓸쓸함을
이런 나에게 안쓰러움을 
이런 나에게 안타까움을
이런 나에게 어이없음을
이런 나에게 얼떨떨함을
이런 나에게 예쁨을
이런 나에게 용감함을
이런 나에게 울적함을
이런 나에게 원망을
이런 나에게 자랑스러움을
이런 나에게 뭉클함을
이런 나에게 벅참을
이런 나에게 환희를
이런 나에게 충만함을
이런 나에게 고마움을
이런 나에게 유쾌함을
이런 나에게 통쾌함을
이런 나에게 흔쾌함을
이런 나에게 반가움을
이런 나에게 따뜻함을
이런 나에게 감미로움을
이런 나에게 포근함을
이런 나에게 푸근함을
이런 나에게 사랑스러움을
이런 나에게 사랑을
이런 나에게 훈훈함을
이런 나에게 정겨움을
이런 나에게 정을
이런 나에게 뿌듯함을
이런 나에게 산뜻함을
이런 나에게 만족스러움을
이런 나에게 상쾌함을
이런 나에게 흡족함을
이런 나에게 개운함을
이런 나에게 후련함을
이런 나에게 든든함을
이런 나에게 홀가분함을
이런 나에게 느긋함을
이런 나에게 담담함을
이런 나에게 친밀함을
이런 나에게 긴장을
이런 나에게 안심을
이런 나에게 가벼움을
이런 나에게 평화로움을
이런 나에게 누그러움을
이런 나에게 고요함을
이런 나에게 여유로움을
이런 나에게 진정을
이런 나에게 잠잠함을
이런 나에게 평온함을
이런 나에게 흥미로움을
이런 나에게 매혹을
이런 나에게 재미를
이런 나에게 끌리는
이런 나에게 짜릿함을
이런 나에게 신나는
이런 나에게 용기를
이런 나에게 기력이 넘치는
이런 나에게 기운을
이런 나에게 당당함을
이런 나에게 살아있음을
이런 나에게 생기를
이런 나에게 원기를
이런 나에게 자신감을
이런 나에게 두근거림을
이런 나에게 기대를
이런 나에게 들뜸을
이런 나에게 희망을
이런 나에게 긍지를
이런 나에게 당혹스러움을
이런 나에게 지겨움을
이런 나에게 무서움을
이런 나에게 우려를
이런 나에게 근심을
이런 나에게 공포를
이런 나에게 겁을
이런 나에게 안절부절 못하는
이런 나에게 소심함을
이런 나에게 의기소침함을
이런 나에게 낙담을
이런 나에게 실망을
이런 나에게 애정을
이런 나에게 인정을
이런 나에게 환호를
이런 나에게 희열을
이런 나에게 기쁨을
이런 나에게 자랑을
이런 나에게 명랑함을
이런 나에게 기대를
이런 나에게 주의를
이런 나에게 경외를
이런 나에게 집중을
이런 나에게 열중을
이런 나에게 까마득함을
이런 나에게 염려를
이런 나에게 뒤숭숭함을
이런 나에게 섬뜩함을
이런 나에게 오싹함을
이런 나에게 간담이 서늘해지는
이런 나에게 진땀나는
이런 나에게 주눅 든
이런 나에게 불안함을
이런 나에게 조바심 나는
이런 나에게 떨림을
이런 나에게 조마조마하는
이런 나에게 초조함을
이런 나에게 거북함을
이런 나에게 겸연쩍은
이런 나에게 곤혹스러운
이런 나에게 멋쩍은
이런 나에게 쑥스러움을
이런 나에게 괴로움을
이런 나에게 그리움을
이런 나에게 목이 메는
이런 나에게 서글픈
이런 나에게 서러움을
이런 나에게 쓰라림을
이런 나에게 애끓는
이런 나에게 참담함을
이런 나에게 한스러움을
이런 나에게 안타까운
이런 나에게 처연함을
이런 나에게 서운함을
이런 나에게 김빠진
이런 나에게 애석함을
이런 나에게 야속함을
이런 나에게 냉당함을
이런 나에게 섭섭함을
이런 나에게 외로움을
이런 나에게 고독함을
이런 나에게 공허함을
이런 나에게 허전함을
이런 나에게 허탈함을
이런 나에게 막막함을
이런 나에게 허함을
이런 나에게 무력함을
이런 나에게 무기력함을
이런 나에게 꿀꿀함을
이런 나에게 피곤함을
이런 나에게 고단함을
이런 나에게 노곤함을
이런 나에게 맥 빠진
이런 나에게 귀찮음을
이런 나에게 지겨운
이런 나에게 절망스러운
이런 나에게 좌절한
이런 나에게 힘든
이런 나에게 무료한
이런 나에게 성가신
이런 나에게 심심한
이런 나에게 질린
이런 나에게 멍한
이런 나에게 창피한
이런 나에게 놀란
이런 나에게 민망함을
이런 나에게 민망한
이런 나에게 당혹스러운
이런 나에게 부끄러움을
이런 나에게 부끄러운
이런 나에게 화나는
이런 나에게 끓어오르는
이런 나에게 속상함을
이런 나에게 속상한
이런 나에게 약 오르는
이런 나에게 분한
이런 나에게 분함을
이런 나에게 분개한
이런 나에게 분개함을
이런 나에게 억울한
이런 나에게 억울함을
이런 나에게 열받는
이런 나에게 명랑한
이런 나에게 기대하는
이런 나에게 주의깊은
이런 나에게 정의감을
이런 나에게 경외감을 가진
이런 나에게 간절히 하고 싶어하는
이런 나에게 집중하는
이런 나에게 우려하는
이런 나에게 근심하는
이런 나에게 염려스러운
이런 나에게 싫어하는
이런 나에게 반감이 가는
이런 나에게 메스꺼운
이런 나에게 긍지를 느끼는
이런 나에게 기운이 나는
이런 나에게 생기가 도는
저런 나에게 지루함을
저런 나에게 행복을
저런 나에게 슬픔을
저런 나에게 즐거움을
저런 나에게 무료함을
저런 나에게 따분함을
저런 나에게 분노를
저런 나에게 아픔을
저런 나에게 감격을
저런 나에게 걱정을
저런 나에게 괜찮음을
저런 나에게 신기함을
저런 나에게 신남을
저런 나에게 쓸쓸함을
저런 나에게 안쓰러움을 
저런 나에게 안타까움을
저런 나에게 어이없음을
저런 나에게 얼떨떨함을
저런 나에게 예쁨을
저런 나에게 용감함을
저런 나에게 울적함을
저런 나에게 원망을
저런 나에게 자랑스러움을
저런 나에게 뭉클함을
저런 나에게 벅참을
저런 나에게 환희를
저런 나에게 충만함을
저런 나에게 고마움을
저런 나에게 유쾌함을
저런 나에게 통쾌함을
저런 나에게 흔쾌함을
저런 나에게 반가움을
저런 나에게 따뜻함을
저런 나에게 감미로움을
저런 나에게 포근함을
저런 나에게 푸근함을
저런 나에게 사랑스러움을
저런 나에게 사랑을
저런 나에게 훈훈함을
저런 나에게 정겨움을
저런 나에게 정을
저런 나에게 뿌듯함을
저런 나에게 산뜻함을
저런 나에게 만족스러움을
저런 나에게 상쾌함을
저런 나에게 흡족함을
저런 나에게 개운함을
저런 나에게 후련함을
저런 나에게 든든함을
저런 나에게 홀가분함을
저런 나에게 느긋함을
저런 나에게 담담함을
저런 나에게 친밀함을
저런 나에게 긴장을
저런 나에게 안심을
저런 나에게 가벼움을
저런 나에게 평화로움을
저런 나에게 누그러움을
저런 나에게 고요함을
저런 나에게 여유로움을
저런 나에게 진정을
저런 나에게 잠잠함을
저런 나에게 평온함을
저런 나에게 흥미로움을
저런 나에게 매혹을
저런 나에게 재미를
저런 나에게 끌리는
저런 나에게 짜릿함을
저런 나에게 신나는
저런 나에게 용기를
저런 나에게 기력이 넘치는
저런 나에게 기운을
저런 나에게 당당함을
저런 나에게 살아있음을
저런 나에게 생기를
저런 나에게 원기를
저런 나에게 자신감을
저런 나에게 두근거림을
저런 나에게 기대를
저런 나에게 들뜸을
저런 나에게 희망을
저런 나에게 긍지를
저런 나에게 당혹스러움을
저런 나에게 지겨움을
저런 나에게 무서움을
저런 나에게 우려를
저런 나에게 근심을
저런 나에게 공포를
저런 나에게 겁을
저런 나에게 안절부절 못하는
저런 나에게 소심함을
저런 나에게 의기소침함을
저런 나에게 낙담을
저런 나에게 실망을
